4.772320711346797762e+05,3.650000000000000000e+05
4.359932591001610272e+05,3.460000000000000000e+05
8.041221508454978466e+05,7.250000000000000000e+05
7.711583039457757259e+05,6.950000000000000000e+05
6.289409599213240435e+05,6.450000000000000000e+05
4.085421597286950564e+05,2.760000000000000000e+05
1.587650716312110890e+06,1.450000000000000000e+06
3.129569914357010857e+05,4.850000000000000000e+05
4.349282491516174050e+05,5.500000000000000000e+05
5.569152709366458002e+05,5.600000000000000000e+05
8.491173229599446058e+05,8.650000000000000000e+05
3.230699807553653372e+05,3.250000000000000000e+05
7.996711935585890897e+05,5.800500000000000000e+05
1.639034007428867626e+05,3.049500000000000000e+05
7.688202311441288330e+05,7.200000000000000000e+05
2.896931574605157366e+05,2.500000000000000000e+05
6.044295611924463883e+05,7.700000000000000000e+05
4.511656644660615129e+05,5.502850000000000000e+05
9.560990030931718647e+05,6.880000000000000000e+05
9.798514550269651227e+05,8.870000000000000000e+05
3.355547360033865552e+05,3.015000000000000000e+05
6.060759724947548239e+05,5.850000000000000000e+05
5.739321467083547032e+05,5.400000000000000000e+05
4.739602606359021156e+05,3.335000000000000000e+05
2.222146497879451490e+05,2.675000000000000000e+05
1.960340041070870648e+05,1.200000000000000000e+05
4.646682187574343989e+05,5.150000000000000000e+05
7.307454441315474687e+05,7.490000000000000000e+05
6.705920195850227028e+05,5.370000000000000000e+05
5.313336622775534634e+05,3.400000000000000000e+05
3.344033650377684971e+05,4.300000000000000000e+05
5.570982225794376573e+05,5.500000000000000000e+05
5.158039222424672917e+05,4.430000000000000000e+05
6.118761606931750430e+05,5.790000000000000000e+05
1.242877559636393795e+06,1.000000000000000000e+06
5.581690653994290624e+05,4.050000000000000000e+05
3.046979963444519090e+05,3.330000000000000000e+05
4.239688415211719694e+05,3.975000000000000000e+05
2.846693259389669402e+05,2.210000000000000000e+05
3.515468267022694927e+05,3.450000000000000000e+05
1.072806403196794447e+06,2.150000000000000000e+06
1.186357291400232207e+05,1.350000000000000000e+05
4.374798130726572708e+05,5.215000000000000000e+05
1.561374759453226579e+06,1.050000000000000000e+06
4.156251683876497555e+05,5.510000000000000000e+05
4.786382200073953136e+05,4.195000000000000000e+05
5.648389956251060357e+05,5.400000000000000000e+05
5.422280539303041296e+05,4.290000000000000000e+05
3.903805024590090616e+05,3.450000000000000000e+05
4.999255412321686745e+05,5.632500000000000000e+05
4.039025236247737193e+05,6.100000000000000000e+05
5.529974266434472520e+05,3.500000000000000000e+05
4.822374684705056716e+05,5.985000000000000000e+05
4.711936990547094611e+05,3.850000000000000000e+05
3.756450931193724973e+05,2.700000000000000000e+05
6.427386008476208663e+05,7.200000000000000000e+05
3.668790179548102315e+05,4.000000000000000000e+05
4.838312945736240945e+05,5.200000000000000000e+05
4.690421006767167128e+05,4.600000000000000000e+05
3.610583804525207961e+05,4.050000000000000000e+05
9.390031201499240706e+05,7.520000000000000000e+05
5.548852909817392938e+05,5.500000000000000000e+05
5.174524285646117642e+05,7.415000000000000000e+05
4.985057446216001408e+05,7.165280000000000000e+05
2.474062164644935401e+05,2.800000000000000000e+05
1.019973011104505742e+06,1.290000000000000000e+06
1.412972921782601392e+06,9.500000000000000000e+05
3.862439320891137468e+05,3.260000000000000000e+05
5.596072590717807179e+05,5.900000000000000000e+05
4.555619020313541405e+05,4.950000000000000000e+05
1.832501561543811113e+05,2.090000000000000000e+05
8.078533760264317971e+05,5.874500000000000000e+05
6.355542250451324508e+05,6.500000000000000000e+05
3.420830576847606571e+05,3.120000000000000000e+05
5.481144955079896608e+05,4.750000000000000000e+05
1.190779147818224505e+06,1.130000000000000000e+06
4.413764808058361523e+05,5.700000000000000000e+05
5.038644755501755862e+05,4.250000000000000000e+05
7.724097723816856742e+05,5.750000000000000000e+05
2.423996038126507192e+05,1.325000000000000000e+05
2.984103103113068501e+05,2.300000000000000000e+05
4.292944927389273071e+05,4.320000000000000000e+05
6.695795700001199730e+05,8.000000000000000000e+05
4.577670678035251331e+05,4.369520000000000000e+05
4.680266106272373581e+05,5.250000000000000000e+05
1.790772030191840604e+05,2.450000000000000000e+05
4.900411293426589109e+05,3.230000000000000000e+05
4.259388647783886991e+05,2.180000000000000000e+05
4.211824594250828377e+05,4.350000000000000000e+05
5.684944651228166185e+05,3.509000000000000000e+05
1.939077395470183110e+05,1.850000000000000000e+05
5.244520216782633215e+05,4.750000000000000000e+05
3.557767828424600884e+05,2.545000000000000000e+05
6.159391046929161530e+05,6.100000000000000000e+05
2.032742917069864634e+05,2.950000000000000000e+05
1.566538705465571838e+05,2.150000000000000000e+05
6.019871144979193341e+05,7.150000000000000000e+05
2.552948478567854909e+05,2.650000000000000000e+05
6.133239769946346059e+05,7.460000000000000000e+05
1.513594726750425296e+06,1.070000000000000000e+06
4.700589207324718009e+05,4.325000000000000000e+05
5.796751952055114089e+05,3.800000000000000000e+05
5.193210109600274591e+05,2.990000000000000000e+05
5.029074558878525859e+05,4.900000000000000000e+05
7.154272160562953213e+05,5.300000000000000000e+05
5.797184883376553189e+05,4.360000000000000000e+05
3.766427860895693302e+05,3.220000000000000000e+05
3.058190213724399800e+05,2.450000000000000000e+05
6.102340924531918718e+05,7.605000000000000000e+05
4.512912577567378175e+05,5.990000000000000000e+05
8.266335847229703795e+05,8.510000000000000000e+05
4.591664205914899358e+05,6.500000000000000000e+05
2.559104475951504428e+05,3.099500000000000000e+05
5.982086509861403611e+05,5.350000000000000000e+05
4.186806636272529140e+05,3.700000000000000000e+05
6.692624792474159040e+05,7.350000000000000000e+05
9.100581160868144361e+05,5.750000000000000000e+05
2.832124676750836079e+05,3.415000000000000000e+05
1.702696138462498784e+05,1.400000000000000000e+05
6.619209129891946213e+05,7.190000000000000000e+05
5.986189459680888103e+05,5.690000000000000000e+05
2.584805788985809195e+05,2.799000000000000000e+05
3.185330699475403526e+05,3.500000000000000000e+05
3.430598961794198258e+05,5.162000000000000000e+05
4.124199856927351793e+05,6.310000000000000000e+05
4.122530836790177855e+05,2.650000000000000000e+05
3.491880893656469416e+05,5.290000000000000000e+05
4.914958890467247693e+05,4.299500000000000000e+05
5.214541584836196271e+05,4.330000000000000000e+05
3.279388452122507151e+05,1.880000000000000000e+05
2.588372469548382214e+05,2.850000000000000000e+05
3.697449420636146097e+05,4.400000000000000000e+05
7.082996672707321122e+05,8.300000000000000000e+05
4.140580718828412937e+05,2.490000000000000000e+05
2.017334861177714483e+05,2.280000000000000000e+05
5.904784695937164361e+05,4.100000000000000000e+05
3.896251750647726585e+05,4.450000000000000000e+05
3.092175716904347646e+05,4.750000000000000000e+05
8.615983458172630053e+05,8.690000000000000000e+05
5.114720576898505678e+05,4.600000000000000000e+05
2.802252835689184139e+05,2.499000000000000000e+05
7.463621261936292285e+05,6.490000000000000000e+05
5.675179521939749829e+05,4.249000000000000000e+05
4.946481942599188187e+05,5.350000000000000000e+05
7.331752626346305478e+05,8.500000000000000000e+05
3.795371753430985264e+05,4.100000000000000000e+05
5.493374988268236630e+05,5.500000000000000000e+05
1.674104318778580637e+05,2.650000000000000000e+05
4.451410905782104237e+05,6.100000000000000000e+05
5.655544159336469602e+05,3.790000000000000000e+05
6.307613147286456078e+05,4.906000000000000000e+05
8.116820672542193206e+05,6.300000000000000000e+05
7.476406456402852200e+05,6.350000000000000000e+05
5.577285266440728446e+05,6.360000000000000000e+05
6.793950792268696241e+05,6.610000000000000000e+05
1.161268597314303741e+06,1.100000000000000000e+06
6.135418970495446119e+05,7.134000000000000000e+05
3.776945430211929488e+05,3.200000000000000000e+05
1.253381371568701696e+06,7.600000000000000000e+05
7.771074258872030769e+05,6.200000000000000000e+05
2.831764388039098703e+05,3.200000000000000000e+05
4.079748805636292673e+05,4.900000000000000000e+05
7.152636733001677785e+05,8.150000000000000000e+05
5.147603670112348627e+05,4.600000000000000000e+05
7.471776712991667446e+05,5.870000000000000000e+05
4.683752646440099343e+05,5.250000000000000000e+05
5.053953062119562528e+05,3.900000000000000000e+05
9.686938023541268194e+04,1.799000000000000000e+05
5.241612704314979492e+05,5.180000000000000000e+05
6.448593408200676786e+05,8.500000000000000000e+05
4.033016609822833561e+05,4.650000000000000000e+05
2.323131702077169321e+05,9.200000000000000000e+04
1.502835553243435570e+05,2.100000000000000000e+05
4.024554417659103055e+05,5.925000000000000000e+05
8.010024979068434332e+05,8.200000000000000000e+05
4.524439986719477456e+05,3.050000000000000000e+05
3.299259526498622727e+05,3.350000000000000000e+05
4.675537262677688268e+05,3.419500000000000000e+05
5.470671528855983343e+04,2.240000000000000000e+05
5.651069988636322087e+05,4.400000000000000000e+05
2.682919042211857741e+05,2.820000000000000000e+05
1.359631265438570641e+06,1.190000000000000000e+06
5.460789322488737525e+05,4.499000000000000000e+05
9.228818058275806252e+05,5.835000000000000000e+05
8.078865722785446560e+05,6.749500000000000000e+05
7.170407742322282866e+05,3.800000000000000000e+05
5.932615179810733534e+05,6.050000000000000000e+05
2.681535597136127762e+05,1.300000000000000000e+05
2.243958458288555557e+05,2.080000000000000000e+05
4.117347798186029540e+05,3.649500000000000000e+05
9.425354607726796530e+05,8.250000000000000000e+05
