477232.07113 365000.00000
435993.25910 346000.00000
804122.15085 725000.00000
771158.30395 695000.00000
628940.95992 645000.00000
408542.15973 276000.00000
1587650.71631 1450000.00000
312956.99144 485000.00000
434928.24915 550000.00000
556915.27094 560000.00000
849117.32296 865000.00000
323069.98076 325000.00000
799671.19356 580050.00000
163903.40074 304950.00000
768820.23114 720000.00000
289693.15746 250000.00000
604429.56119 770000.00000
451165.66447 550285.00000
956099.00309 688000.00000
979851.45503 887000.00000
335554.73600 301500.00000
606075.97249 585000.00000
573932.14671 540000.00000
473960.26064 333500.00000
222214.64979 267500.00000
196034.00411 120000.00000
464668.21876 515000.00000
730745.44413 749000.00000
670592.01959 537000.00000
531333.66228 340000.00000
334403.36504 430000.00000
557098.22258 550000.00000
515803.92224 443000.00000
611876.16069 579000.00000
1242877.55964 1000000.00000
558169.06540 405000.00000
304697.99634 333000.00000
423968.84152 397500.00000
284669.32594 221000.00000
351546.82670 345000.00000
1072806.40320 2150000.00000
118635.72914 135000.00000
437479.81307 521500.00000
1561374.75945 1050000.00000
415625.16839 551000.00000
478638.22001 419500.00000
564838.99563 540000.00000
542228.05393 429000.00000
390380.50246 345000.00000
499925.54123 563250.00000
403902.52362 610000.00000
552997.42664 350000.00000
482237.46847 598500.00000
471193.69905 385000.00000
375645.09312 270000.00000
642738.60085 720000.00000
366879.01795 400000.00000
483831.29457 520000.00000
469042.10068 460000.00000
361058.38045 405000.00000
939003.12015 752000.00000
554885.29098 550000.00000
517452.42856 741500.00000
498505.74462 716528.00000
247406.21646 280000.00000
1019973.01110 1290000.00000
1412972.92178 950000.00000
386243.93209 326000.00000
559607.25907 590000.00000
455561.90203 495000.00000
183250.15615 209000.00000
807853.37603 587450.00000
635554.22505 650000.00000
342083.05768 312000.00000
548114.49551 475000.00000
1190779.14782 1130000.00000
441376.48081 570000.00000
503864.47555 425000.00000
772409.77238 575000.00000
242399.60381 132500.00000
298410.31031 230000.00000
429294.49274 432000.00000
669579.57000 800000.00000
457767.06780 436952.00000
468026.61063 525000.00000
179077.20302 245000.00000
490041.12934 323000.00000
425938.86478 218000.00000
421182.45943 435000.00000
568494.46512 350900.00000
193907.73955 185000.00000
524452.02168 475000.00000
355776.78284 254500.00000
615939.10469 610000.00000
203274.29171 295000.00000
156653.87055 215000.00000
601987.11450 715000.00000
255294.84786 265000.00000
613323.97699 746000.00000
1513594.72675 1070000.00000
470058.92073 432500.00000
579675.19521 380000.00000
519321.01096 299000.00000
502907.45589 490000.00000
715427.21606 530000.00000
579718.48834 436000.00000
376642.78609 322000.00000
305819.02137 245000.00000
610234.09245 760500.00000
451291.25776 599000.00000
826633.58472 851000.00000
459166.42059 650000.00000
255910.44760 309950.00000
598208.65099 535000.00000
418680.66363 370000.00000
669262.47925 735000.00000
910058.11609 575000.00000
283212.46768 341500.00000
170269.61385 140000.00000
661920.91299 719000.00000
598618.94597 569000.00000
258480.57890 279900.00000
318533.06995 350000.00000
343059.89618 516200.00000
412419.98569 631000.00000
412253.08368 265000.00000
349188.08937 529000.00000
491495.88905 429950.00000
521454.15848 433000.00000
327938.84521 188000.00000
258837.24695 285000.00000
369744.94206 440000.00000
708299.66727 830000.00000
414058.07188 249000.00000
201733.48612 228000.00000
590478.46959 410000.00000
389625.17506 445000.00000
309217.57169 475000.00000
861598.34582 869000.00000
511472.05769 460000.00000
280225.28357 249900.00000
746362.12619 649000.00000
567517.95219 424900.00000
494648.19426 535000.00000
733175.26263 850000.00000
379537.17534 410000.00000
549337.49883 550000.00000
167410.43188 265000.00000
445141.09058 610000.00000
565554.41593 379000.00000
630761.31473 490600.00000
811682.06725 630000.00000
747640.64564 635000.00000
557728.52664 636000.00000
679395.07923 661000.00000
1161268.59731 1100000.00000
613541.89705 713400.00000
377694.54302 320000.00000
1253381.37157 760000.00000
777107.42589 620000.00000
283176.43880 320000.00000
407974.88056 490000.00000
715263.67330 815000.00000
514760.36701 460000.00000
747177.67130 587000.00000
468375.26464 525000.00000
505395.30621 390000.00000
96869.38024 179900.00000
524161.27043 518000.00000
644859.34082 850000.00000
403301.66098 465000.00000
232313.17021 92000.00000
150283.55532 210000.00000
402455.44177 592500.00000
801002.49791 820000.00000
452443.99867 305000.00000
329925.95265 335000.00000
467553.72627 341950.00000
54706.71529 224000.00000
565106.99886 440000.00000
268291.90422 282000.00000
1359631.26544 1190000.00000
546078.93225 449900.00000
922881.80583 583500.00000
807886.57228 674950.00000
717040.77423 380000.00000
593261.51798 605000.00000
268153.55971 130000.00000
224395.84583 208000.00000
411734.77982 364950.00000
942535.46077 825000.00000
554024.07662 825000.00000
595247.06430 548000.00000
792209.42116 530000.00000
233385.40560 249500.00000
561198.31270 620000.00000
709566.50294 730000.00000
398890.09496 215000.00000
481066.21489 565000.00000
570003.48102 639500.00000
313380.43684 350000.00000
144494.75822 166000.00000
740488.07831 690000.00000
498969.50953 372000.00000
1635346.65639 1170000.00000
743807.77318 616500.00000
287743.31926 268500.00000
494130.13127 465000.00000
531691.01701 440000.00000
354328.53798 406000.00000
443392.84157 389000.00000
552177.22869 426500.00000
1136455.35327 910000.00000
264372.29081 385000.00000
637743.45745 648000.00000
450688.39940 280000.00000
666346.58036 702000.00000
346525.74288 275000.00000
848624.07341 1090000.00000
757424.53333 481000.00000
432433.00430 425000.00000
200899.67425 232000.00000
229731.22806 250000.00000
587265.64706 449950.00000
869059.42822 797500.00000
459967.93628 595000.00000
2441634.33881 2030000.00000
317378.83895 327000.00000
310233.71841 310000.00000
268847.01077 175003.00000
219223.28456 184000.00000
549654.97880 554000.00000
681830.80127 630000.00000
840353.12256 760000.00000
191427.91483 205000.00000
482526.92087 459000.00000
270777.73600 279500.00000
192154.07043 173000.00000
296093.46417 315000.00000
730867.07418 649950.00000
1072319.74248 1370000.00000
884835.60651 990000.00000
475944.92960 400000.00000
529030.49377 570000.00000
670329.28512 688000.00000
695233.66790 515000.00000
321662.93409 435000.00000
221649.67141 255000.00000
305445.21010 225000.00000
539232.71147 470000.00000
220821.23061 267500.00000
539485.55301 530000.00000
395097.55483 565000.00000
460529.62928 450000.00000
649632.32061 483000.00000
374143.32609 549000.00000
415160.23601 475000.00000
471528.92054 640000.00000
1005422.72408 1200000.00000
118373.35307 295000.00000
1004026.93973 898000.00000
71175.26106 224500.00000
664957.91817 655000.00000
718103.87105 1230000.00000
481872.21149 535000.00000
517592.72987 500000.00000
474135.20246 374500.00000
481970.63922 554000.00000
657468.68095 535000.00000
477868.28155 375950.00000
737525.60522 826600.00000
469781.47388 445000.00000
696456.43392 715000.00000
487229.63208 518000.00000
546377.68450 429500.00000
495931.96119 565000.00000
680983.44784 561000.00000
226925.71256 250000.00000
655914.53738 595000.00000
718547.15033 800000.00000
415674.00935 440000.00000
820668.53355 1200000.00000
462842.38320 400000.00000
624356.40195 640500.00000
513929.47248 560000.00000
698803.21677 497000.00000
428597.30983 576750.00000
1086922.64967 442000.00000
1625708.41950 1360000.00000
264552.83549 320000.00000
688491.17126 453000.00000
602395.40966 809000.00000
585982.17611 860000.00000
1090732.31084 818000.00000
515581.71727 395000.00000
639847.07455 765000.00000
475641.10429 527000.00000
401269.70063 415000.00000
575672.88000 682000.00000
430643.20676 320000.00000
729610.21014 660000.00000
356261.68820 305000.00000
449486.13052 495000.00000
507527.33750 626000.00000
802080.74671 990000.00000
619347.29016 600000.00000
437947.53265 327000.00000
399866.28205 257000.00000
521587.60677 478000.00000
304442.42392 390000.00000
409875.26560 475000.00000
496378.66675 415000.00000
227701.83892 230000.00000
577679.80618 390000.00000
528980.14525 530000.00000
209560.03730 285000.00000
664926.55260 560000.00000
532439.16430 556000.00000
986470.88777 730000.00000
512836.60141 401000.00000
461283.79067 392000.00000
683660.54526 585000.00000
752307.43857 590000.00000
461575.82295 520000.00000
495660.03297 347500.00000
540951.90684 730001.00000
492280.76057 495000.00000
504468.30400 441000.00000
209725.33457 223000.00000
271733.32675 570000.00000
517648.02061 396000.00000
638894.82301 560000.00000
482078.73631 398000.00000
261484.04901 280000.00000
514887.77573 474950.00000
516990.40865 330000.00000
1442748.50926 1400000.00000
